...Mass Properties...
1 Num Comps
1 Total Num Meshes
1584 Total Num Tris

1819.177280             Total Mass
8.382165 0.000000 -0.033578       Center of Gravity
2863.856007 38996.941201 39006.992257       Ixx, Iyy, Izz
0.000000 1052.365478 -0.000000       Ixy, Ixz, Iyz
76.213458             Volume

Name	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
FuselageGeom	1819.177280	8.382165	0.000000	-0.033578	2863.856007	38996.941201	39006.992257	0.000000	1052.365478	-0.000000	76.213458
Name	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
Totals	1819.177280	8.382165	0.000000	-0.033578	2863.856007	38996.941201	39006.992257	0.000000	1052.365478	-0.000000	76.213458

...Filling Mass Properties (Volume Only -- No Shell or Point Mass)...
50 Num Slice

Slice	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
-1.308398	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.268532
-1.254994	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.858746
-1.201590	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.710527
-1.148186	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.765348
-1.094782	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.956199
-1.041378	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.267842
-0.987974	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.695030
-0.934570	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.232160
